OrderID,CustomerID,EmployeeID,OrderDate,RequiredDate,ShippedDate,ShipVia,Freight,ShipCity,ShipRegion,ShipPostalCode,ShipCountry
10285,QUICK,1,1996-08-20 00:00:00.000,1996-09-17 00:00:00.000,1996-08-26 00:00:00.000,2,76.83,Cunewalde,NULL,01307,Germany
10286,QUICK,8,1996-08-21 00:00:00.000,1996-09-18 00:00:00.000,1996-08-30 00:00:00.000,3,229.24,Cunewalde,NULL,01307,Germany
10287,RICAR,8,1996-08-22 00:00:00.000,1996-09-19 00:00:00.000,1996-08-28 00:00:00.000,3,12.76,Rio de Janeiro,RJ,02389-890,Brazil
10288,REGGC,4,1996-08-23 00:00:00.000,1996-09-20 00:00:00.000,1996-09-03 00:00:00.000,1,7.45,Reggio Emilia,NULL,42100,Italy
10289,BSBEV,7,1996-08-26 00:00:00.000,1996-09-23 00:00:00.000,1996-08-28 00:00:00.000,3,22.77,London,NULL,EC2 5NT,UK
10290,COMMI,8,1996-08-27 00:00:00.000,1996-09-24 00:00:00.000,1996-09-03 00:00:00.000,1,79.70,Sao Paulo,SP,05432-043,Brazil
10291,QUEDE,6,1996-08-27 00:00:00.000,1996-09-24 00:00:00.000,1996-09-04 00:00:00.000,2,6.40,Rio de Janeiro,RJ,02389-673,Brazil
10292,TRADH,1,1996-08-28 00:00:00.000,1996-09-25 00:00:00.000,1996-09-02 00:00:00.000,2,1.35,Sao Paulo,SP,05634-030,Brazil
10293,TORTU,1,1996-08-29 00:00:00.000,1996-09-26 00:00:00.000,1996-09-11 00:00:00.000,3,21.18,México D.F.,NULL,05033,Mexico
10294,RATTC,4,1996-08-30 00:00:00.000,1996-09-27 00:00:00.000,1996-09-05 00:00:00.000,2,147.26,Albuquerque,NM,87110,USA
10295,VINET,2,1996-09-02 00:00:00.000,1996-09-30 00:00:00.000,1996-09-10 00:00:00.000,2,1.15,Reims,NULL,51100,France
10296,LILAS,6,1996-09-03 00:00:00.000,1996-10-01 00:00:00.000,1996-09-11 00:00:00.000,1,0.12,Barquisimeto,Lara,3508,Venezuela
10297,BLONP,5,1996-09-04 00:00:00.000,1996-10-16 00:00:00.000,1996-09-10 00:00:00.000,2,5.74,Strasbourg,NULL,67000,France
10298,HUNGO,6,1996-09-05 00:00:00.000,1996-10-03 00:00:00.000,1996-09-11 00:00:00.000,2,168.22,Cork,Co. Cork,NULL,Ireland
10299,RICAR,4,1996-09-06 00:00:00.000,1996-10-04 00:00:00.000,1996-09-13 00:00:00.000,2,29.76,Rio de Janeiro,RJ,02389-890,Brazil
10300,MAGAA,2,1996-09-09 00:00:00.000,1996-10-07 00:00:00.000,1996-09-18 00:00:00.000,2,17.68,Bergamo,NULL,24100,Italy
10301,WANDK,8,1996-09-09 00:00:00.000,1996-10-07 00:00:00.000,1996-09-17 00:00:00.000,2,45.08,Stuttgart,NULL,70563,Germany
10302,SUPRD,4,1996-09-10 00:00:00.000,1996-10-08 00:00:00.000,1996-10-09 00:00:00.000,2,6.27,Charleroi,NULL,B-6000,Belgium
10303,GODOS,7,1996-09-11 00:00:00.000,1996-10-09 00:00:00.000,1996-09-18 00:00:00.000,2,107.83,Sevilla,NULL,41101,Spain
10304,TORTU,1,1996-09-12 00:00:00.000,1996-10-10 00:00:00.000,1996-09-17 00:00:00.000,2,63.79,México D.F.,NULL,05033,Mexico
10305,OLDWO,8,1996-09-13 00:00:00.000,1996-10-11 00:00:00.000,1996-10-09 00:00:00.000,3,257.62,Anchorage,AK,99508,USA
10306,ROMEY,1,1996-09-16 00:00:00.000,1996-10-14 00:00:00.000,1996-09-23 00:00:00.000,3,7.56,Madrid,NULL,28001,Spain
10307,LONEP,2,1996-09-17 00:00:00.000,1996-10-15 00:00:00.000,1996-09-25 00:00:00.000,2,0.56,Portland,OR,97219,USA
10308,ANATR,7,1996-09-18 00:00:00.000,1996-10-16 00:00:00.000,1996-09-24 00:00:00.000,3,1.61,México D.F.,NULL,05021,Mexico
10309,HUNGO,3,1996-09-19 00:00:00.000,1996-10-17 00:00:00.000,1996-10-23 00:00:00.000,1,47.30,Cork,Co. Cork,NULL,Ireland
10310,THEBI,8,1996-09-20 00:00:00.000,1996-10-18 00:00:00.000,1996-09-27 00:00:00.000,2,17.52,Portland,OR,97201,USA
10311,DUMON,1,1996-09-20 00:00:00.000,1996-10-04 00:00:00.000,1996-09-26 00:00:00.000,3,24.69,Nantes,NULL,44000,France
10312,WANDK,2,1996-09-23 00:00:00.000,1996-10-21 00:00:00.000,1996-10-03 00:00:00.000,2,40.26,Stuttgart,NULL,70563,Germany
10313,QUICK,2,1996-09-24 00:00:00.000,1996-10-22 00:00:00.000,1996-10-04 00:00:00.000,2,1.96,Cunewalde,NULL,01307,Germany
10314,RATTC,1,1996-09-25 00:00:00.000,1996-10-23 00:00:00.000,1996-10-04 00:00:00.000,2,74.16,Albuquerque,NM,87110,USA
10315,ISLAT,4,1996-09-26 00:00:00.000,1996-10-24 00:00:00.000,1996-10-03 00:00:00.000,2,41.76,Cowes,Isle of Wight,PO31 7PJ,UK
10316,RATTC,1,1996-09-27 00:00:00.000,1996-10-25 00:00:00.000,1996-10-08 00:00:00.000,3,150.15,Albuquerque,NM,87110,USA
10317,LONEP,6,1996-09-30 00:00:00.000,1996-10-28 00:00:00.000,1996-10-10 00:00:00.000,1,12.69,Portland,OR,97219,USA
10318,ISLAT,8,1996-10-01 00:00:00.000,1996-10-29 00:00:00.000,1996-10-04 00:00:00.000,2,4.73,Cowes,Isle of Wight,PO31 7PJ,UK
10319,TORTU,7,1996-10-02 00:00:00.000,1996-10-30 00:00:00.000,1996-10-11 00:00:00.000,3,64.50,México D.F.,NULL,05033,Mexico
10320,WARTH,5,1996-10-03 00:00:00.000,1996-10-17 00:00:00.000,1996-10-18 00:00:00.000,3,34.57,Oulu,NULL,90110,Finland
10321,ISLAT,3,1996-10-03 00:00:00.000,1996-10-31 00:00:00.000,1996-10-11 00:00:00.000,2,3.43,Cowes,Isle of Wight,PO31 7PJ,UK
10322,PERIC,7,1996-10-04 00:00:00.000,1996-11-01 00:00:00.000,1996-10-23 00:00:00.000,3,0.40,México D.F.,NULL,05033,Mexico
10323,KOENE,4,1996-10-07 00:00:00.000,1996-11-04 00:00:00.000,1996-10-14 00:00:00.000,1,4.88,Brandenburg,NULL,14776,Germany
10324,SAVEA,9,1996-10-08 00:00:00.000,1996-11-05 00:00:00.000,1996-10-10 00:00:00.000,1,214.27,Boise,ID,83720,USA
10325,KOENE,1,1996-10-09 00:00:00.000,1996-10-23 00:00:00.000,1996-10-14 00:00:00.000,3,64.86,Brandenburg,NULL,14776,Germany
10326,BOLID,4,1996-10-10 00:00:00.000,1996-11-07 00:00:00.000,1996-10-14 00:00:00.000,2,77.92,Madrid,NULL,28023,Spain
10327,FOLKO,2,1996-10-11 00:00:00.000,1996-11-08 00:00:00.000,1996-10-14 00:00:00.000,1,63.36,Bräcke,NULL,S-844 67,Sweden
10328,FURIB,4,1996-10-14 00:00:00.000,1996-11-11 00:00:00.000,1996-10-17 00:00:00.000,3,87.03,Lisboa,NULL,1675,Portugal
10329,SPLIR,4,1996-10-15 00:00:00.000,1996-11-26 00:00:00.000,1996-10-23 00:00:00.000,2,191.67,Lander,WY,82520,USA
10330,LILAS,3,1996-10-16 00:00:00.000,1996-11-13 00:00:00.000,1996-10-28 00:00:00.000,1,12.75,Barquisimeto,Lara,3508,Venezuela
10331,BONAP,9,1996-10-16 00:00:00.000,1996-11-27 00:00:00.000,1996-10-21 00:00:00.000,1,10.19,Marseille,NULL,13008,France
10332,MEREP,3,1996-10-17 00:00:00.000,1996-11-28 00:00:00.000,1996-10-21 00:00:00.000,2,52.84,Montréal,Québec,H1J 1C3,Canada
10333,WARTH,5,1996-10-18 00:00:00.000,1996-11-15 00:00:00.000,1996-10-25 00:00:00.000,3,0.59,Oulu,NULL,90110,Finland
10334,VICTE,8,1996-10-21 00:00:00.000,1996-11-18 00:00:00.000,1996-10-28 00:00:00.000,2,8.56,Lyon,NULL,69004,France
10335,HUNGO,7,1996-10-22 00:00:00.000,1996-11-19 00:00:00.000,1996-10-24 00:00:00.000,2,42.11,Cork,Co. Cork,NULL,Ireland
10336,PRINI,7,1996-10-23 00:00:00.000,1996-11-20 00:00:00.000,1996-10-25 00:00:00.000,2,15.51,Lisboa,NULL,1756,Portugal
10337,FRANK,4,1996-10-24 00:00:00.000,1996-11-21 00:00:00.000,1996-10-29 00:00:00.000,3,108.26,München,NULL,80805,Germany
10338,OLDWO,4,1996-10-25 00:00:00.000,1996-11-22 00:00:00.000,1996-10-29 00:00:00.000,3,84.21,Anchorage,AK,99508,USA
10339,MEREP,2,1996-10-28 00:00:00.000,1996-11-25 00:00:00.000,1996-11-04 00:00:00.000,2,15.66,Montréal,Québec,H1J 1C3,Canada
10340,BONAP,1,1996-10-29 00:00:00.000,1996-11-26 00:00:00.000,1996-11-08 00:00:00.000,3,166.31,Marseille,NULL,13008,France
10341,SIMOB,7,1996-10-29 00:00:00.000,1996-11-26 00:00:00.000,1996-11-05 00:00:00.000,3,26.78,Kobenhavn,NULL,1734,Denmark
10342,FRANK,4,1996-10-30 00:00:00.000,1996-11-13 00:00:00.000,1996-11-04 00:00:00.000,2,54.83,München,NULL,80805,Germany
10343,LEHMS,4,1996-10-31 00:00:00.000,1996-11-28 00:00:00.000,1996-11-06 00:00:00.000,1,110.37,Frankfurt a.M.,NULL,60528,Germany
10344,WHITC,4,1996-11-01 00:00:00.000,1996-11-29 00:00:00.000,1996-11-05 00:00:00.000,2,23.29,Seattle,WA,98124,USA
10345,QUICK,2,1996-11-04 00:00:00.000,1996-12-02 00:00:00.000,1996-11-11 00:00:00.000,2,249.06,Cunewalde,NULL,01307,Germany
10346,RATTC,3,1996-11-05 00:00:00.000,1996-12-17 00:00:00.000,1996-11-08 00:00:00.000,3,142.08,Albuquerque,NM,87110,USA
10347,FAMIA,4,1996-11-06 00:00:00.000,1996-12-04 00:00:00.000,1996-11-08 00:00:00.000,3,3.10,Sao Paulo,SP,05442-030,Brazil
10348,WANDK,4,1996-11-07 00:00:00.000,1996-12-05 00:00:00.000,1996-11-15 00:00:00.000,2,0.78,Stuttgart,NULL,70563,Germany
10349,SPLIR,7,1996-11-08 00:00:00.000,1996-12-06 00:00:00.000,1996-11-15 00:00:00.000,1,8.63,Lander,WY,82520,USA
10350,LAMAI,6,1996-11-11 00:00:00.000,1996-12-09 00:00:00.000,1996-12-03 00:00:00.000,2,64.19,Toulouse,NULL,31000,France
10351,ERNSH,1,1996-11-11 00:00:00.000,1996-12-09 00:00:00.000,1996-11-20 00:00:00.000,1,162.33,Graz,NULL,8010,Austria
10352,FURIB,3,1996-11-12 00:00:00.000,1996-11-26 00:00:00.000,1996-11-18 00:00:00.000,3,1.30,Lisboa,NULL,1675,Portugal
10353,PICCO,7,1996-11-13 00:00:00.000,1996-12-11 00:00:00.000,1996-11-25 00:00:00.000,3,360.63,Salzburg,NULL,5020,Austria
10354,PERIC,8,1996-11-14 00:00:00.000,1996-12-12 00:00:00.000,1996-11-20 00:00:00.000,3,53.80,México D.F.,NULL,05033,Mexico
10355,AROUT,6,1996-11-15 00:00:00.000,1996-12-13 00:00:00.000,1996-11-20 00:00:00.000,1,41.95,Colchester,Essex,CO7 6JX,UK
10356,WANDK,6,1996-11-18 00:00:00.000,1996-12-16 00:00:00.000,1996-11-27 00:00:00.000,2,36.71,Stuttgart,NULL,70563,Germany
10357,LILAS,1,1996-11-19 00:00:00.000,1996-12-17 00:00:00.000,1996-12-02 00:00:00.000,3,34.88,Barquisimeto,Lara,3508,Venezuela
10358,LAMAI,5,1996-11-20 00:00:00.000,1996-12-18 00:00:00.000,1996-11-27 00:00:00.000,1,19.64,Toulouse,NULL,31000,France
10359,SEVES,5,1996-11-21 00:00:00.000,1996-12-19 00:00:00.000,1996-11-26 00:00:00.000,3,288.43,London,NULL,OX15 4NB,UK
10360,BLONP,4,1996-11-22 00:00:00.000,1996-12-20 00:00:00.000,1996-12-02 00:00:00.000,3,131.70,Strasbourg,NULL,67000,France
10361,QUICK,1,1996-11-22 00:00:00.000,1996-12-20 00:00:00.000,1996-12-03 00:00:00.000,2,183.17,Cunewalde,NULL,01307,Germany
10362,BONAP,3,1996-11-25 00:00:00.000,1996-12-23 00:00:00.000,1996-11-28 00:00:00.000,1,96.04,Marseille,NULL,13008,France
10363,DRACD,4,1996-11-26 00:00:00.000,1996-12-24 00:00:00.000,1996-12-04 00:00:00.000,3,30.54,Aachen,NULL,52066,Germany
10364,EASTC,1,1996-11-26 00:00:00.000,1997-01-07 00:00:00.000,1996-12-04 00:00:00.000,1,71.97,London,NULL,WX3 6FW,UK
10365,ANTON,3,1996-11-27 00:00:00.000,1996-12-25 00:00:00.000,1996-12-02 00:00:00.000,2,22.00,México D.F.,NULL,05023,Mexico
10366,GALED,8,1996-11-28 00:00:00.000,1997-01-09 00:00:00.000,1996-12-30 00:00:00.000,2,10.14,Barcelona,NULL,8022,Spain
10367,VAFFE,7,1996-11-28 00:00:00.000,1996-12-26 00:00:00.000,1996-12-02 00:00:00.000,3,13.55,Århus,NULL,8200,Denmark
10368,ERNSH,2,1996-11-29 00:00:00.000,1996-12-27 00:00:00.000,1996-12-02 00:00:00.000,2,101.95,Graz,NULL,8010,Austria
10369,SPLIR,8,1996-12-02 00:00:00.000,1996-12-30 00:00:00.000,1996-12-09 00:00:00.000,2,195.68,Lander,WY,82520,USA
10370,CHOPS,6,1996-12-03 00:00:00.000,1996-12-31 00:00:00.000,1996-12-27 00:00:00.000,2,1.17,Bern,NULL,3012,Switzerland
10371,LAMAI,1,1996-12-03 00:00:00.000,1996-12-31 00:00:00.000,1996-12-24 00:00:00.000,1,0.45,Toulouse,NULL,31000,France
10372,QUEEN,5,1996-12-04 00:00:00.000,1997-01-01 00:00:00.000,1996-12-09 00:00:00.000,2,890.78,Sao Paulo,SP,05487-020,Brazil
10373,HUNGO,4,1996-12-05 00:00:00.000,1997-01-02 00:00:00.000,1996-12-11 00:00:00.000,3,124.12,Cork,Co. Cork,NULL,Ireland
10374,WOLZA,1,1996-12-05 00:00:00.000,1997-01-02 00:00:00.000,1996-12-09 00:00:00.000,3,3.94,Warszawa,NULL,01-012,Poland
10375,HUNGC,3,1996-12-06 00:00:00.000,1997-01-03 00:00:00.000,1996-12-09 00:00:00.000,2,20.12,Elgin,OR,97827,USA
10376,MEREP,1,1996-12-09 00:00:00.000,1997-01-06 00:00:00.000,1996-12-13 00:00:00.000,2,20.39,Montréal,Québec,H1J 1C3,Canada
10377,SEVES,1,1996-12-09 00:00:00.000,1997-01-06 00:00:00.000,1996-12-13 00:00:00.000,3,22.21,London,NULL,OX15 4NB,UK
10378,FOLKO,5,1996-12-10 00:00:00.000,1997-01-07 00:00:00.000,1996-12-19 00:00:00.000,3,5.44,Bräcke,NULL,S-844 67,Sweden
10379,QUEDE,2,1996-12-11 00:00:00.000,1997-01-08 00:00:00.000,1996-12-13 00:00:00.000,1,45.03,Rio de Janeiro,RJ,02389-673,Brazil
10380,HUNGO,8,1996-12-12 00:00:00.000,1997-01-09 00:00:00.000,1997-01-16 00:00:00.000,3,35.03,Cork,Co. Cork,NULL,Ireland
10381,LILAS,3,1996-12-12 00:00:00.000,1997-01-09 00:00:00.000,1996-12-13 00:00:00.000,3,7.99,Barquisimeto,Lara,3508,Venezuela
10382,ERNSH,4,1996-12-13 00:00:00.000,1997-01-10 00:00:00.000,1996-12-16 00:00:00.000,1,94.77,Graz,NULL,8010,Austria
10383,AROUT,8,1996-12-16 00:00:00.000,1997-01-13 00:00:00.000,1996-12-18 00:00:00.000,3,34.24,Colchester,Essex,CO7 6JX,UK
10384,BERGS,3,1996-12-16 00:00:00.000,1997-01-13 00:00:00.000,1996-12-20 00:00:00.000,3,168.64,Luleå,NULL,S-958 22,Sweden
10385,SPLIR,1,1996-12-17 00:00:00.000,1997-01-14 00:00:00.000,1996-12-23 00:00:00.000,2,30.96,Lander,WY,82520,USA
10386,FAMIA,9,1996-12-18 00:00:00.000,1997-01-01 00:00:00.000,1996-12-25 00:00:00.000,3,13.99,Sao Paulo,SP,05442-030,Brazil
10387,SANTG,1,1996-12-18 00:00:00.000,1997-01-15 00:00:00.000,1996-12-20 00:00:00.000,2,93.63,Stavern,NULL,4110,Norway
10388,SEVES,2,1996-12-19 00:00:00.000,1997-01-16 00:00:00.000,1996-12-20 00:00:00.000,1,34.86,London,NULL,OX15 4NB,UK
10389,BOTTM,4,1996-12-20 00:00:00.000,1997-01-17 00:00:00.000,1996-12-24 00:00:00.000,2,47.42,Tsawassen,BC,T2F 8M4,Canada
10390,ERNSH,6,1996-12-23 00:00:00.000,1997-01-20 00:00:00.000,1996-12-26 00:00:00.000,1,126.38,Graz,NULL,8010,Austria
10391,DRACD,3,1996-12-23 00:00:00.000,1997-01-20 00:00:00.000,1996-12-31 00:00:00.000,3,5.45,Aachen,NULL,52066,Germany
10392,PICCO,2,1996-12-24 00:00:00.000,1997-01-21 00:00:00.000,1997-01-01 00:00:00.000,3,122.46,Salzburg,NULL,5020,Austria
10393,SAVEA,1,1996-12-25 00:00:00.000,1997-01-22 00:00:00.000,1997-01-03 00:00:00.000,3,126.56,Boise,ID,83720,USA
10394,HUNGC,1,1996-12-25 00:00:00.000,1997-01-22 00:00:00.000,1997-01-03 00:00:00.000,3,30.34,Elgin,OR,97827,USA
10395,HILAA,6,1996-12-26 00:00:00.000,1997-01-23 00:00:00.000,1997-01-03 00:00:00.000,1,184.41,San Cristóbal,Táchira,5022,Venezuela
10396,FRANK,1,1996-12-27 00:00:00.000,1997-01-10 00:00:00.000,1997-01-06 00:00:00.000,3,135.35,München,NULL,80805,Germany
10397,PRINI,5,1996-12-27 00:00:00.000,1997-01-24 00:00:00.000,1997-01-02 00:00:00.000,1,60.26,Lisboa,NULL,1756,Portugal
10398,SAVEA,2,1996-12-30 00:00:00.000,1997-01-27 00:00:00.000,1997-01-09 00:00:00.000,3,89.16,Boise,ID,83720,USA
10399,VAFFE,8,1996-12-31 00:00:00.000,1997-01-14 00:00:00.000,1997-01-08 00:00:00.000,3,27.36,Århus,NULL,8200,Denmark
10400,EASTC,1,1997-01-01 00:00:00.000,1997-01-29 00:00:00.000,1997-01-16 00:00:00.000,3,83.93,London,NULL,WX3 6FW,UK
10401,RATTC,1,1997-01-01 00:00:00.000,1997-01-29 00:00:00.000,1997-01-10 00:00:00.000,1,12.51,Albuquerque,NM,87110,USA
10402,ERNSH,8,1997-01-02 00:00:00.000,1997-02-13 00:00:00.000,1997-01-10 00:00:00.000,2,67.88,Graz,NULL,8010,Austria
10403,ERNSH,4,1997-01-03 00:00:00.000,1997-01-31 00:00:00.000,1997-01-09 00:00:00.000,3,73.79,Graz,NULL,8010,Austria
10404,MAGAA,2,1997-01-03 00:00:00.000,1997-01-31 00:00:00.000,1997-01-08 00:00:00.000,1,155.97,Bergamo,NULL,24100,Italy
10405,LINOD,1,1997-01-06 00:00:00.000,1997-02-03 00:00:00.000,1997-01-22 00:00:00.000,1,34.82,I. de Margarita,Nueva Esparta,4980,Venezuela
10406,QUEEN,7,1997-01-07 00:00:00.000,1997-02-18 00:00:00.000,1997-01-13 00:00:00.000,1,108.04,Sao Paulo,SP,05487-020,Brazil
10407,OTTIK,2,1997-01-07 00:00:00.000,1997-02-04 00:00:00.000,1997-01-30 00:00:00.000,2,91.48,Köln,NULL,50739,Germany
10408,FOLIG,8,1997-01-08 00:00:00.000,1997-02-05 00:00:00.000,1997-01-14 00:00:00.000,1,11.26,Lille,NULL,59000,France
10409,OCEAN,3,1997-01-09 00:00:00.000,1997-02-06 00:00:00.000,1997-01-14 00:00:00.000,1,29.83,Buenos Aires,NULL,1010,Argentina
10410,BOTTM,3,1997-01-10 00:00:00.000,1997-02-07 00:00:00.000,1997-01-15 00:00:00.000,3,2.40,Tsawassen,BC,T2F 8M4,Canada
10411,BOTTM,9,1997-01-10 00:00:00.000,1997-02-07 00:00:00.000,1997-01-21 00:00:00.000,3,23.65,Tsawassen,BC,T2F 8M4,Canada
10412,WARTH,8,1997-01-13 00:00:00.000,1997-02-10 00:00:00.000,1997-01-15 00:00:00.000,2,3.77,Oulu,NULL,90110,Finland
10413,LAMAI,3,1997-01-14 00:00:00.000,1997-02-11 00:00:00.000,1997-01-16 00:00:00.000,2,95.66,Toulouse,NULL,31000,France
10414,FAMIA,2,1997-01-14 00:00:00.000,1997-02-11 00:00:00.000,1997-01-17 00:00:00.000,3,21.48,Sao Paulo,SP,05442-030,Brazil
10415,HUNGC,3,1997-01-15 00:00:00.000,1997-02-12 00:00:00.000,1997-01-24 00:00:00.000,1,0.20,Elgin,OR,97827,USA
10416,WARTH,8,1997-01-16 00:00:00.000,1997-02-13 00:00:00.000,1997-01-27 00:00:00.000,3,22.72,Oulu,NULL,90110,Finland
10417,SIMOB,4,1997-01-16 00:00:00.000,1997-02-13 00:00:00.000,1997-01-28 00:00:00.000,3,70.29,Kobenhavn,NULL,1734,Denmark
10418,QUICK,4,1997-01-17 00:00:00.000,1997-02-14 00:00:00.000,1997-01-24 00:00:00.000,1,17.55,Cunewalde,NULL,01307,Germany
10419,RICSU,4,1997-01-20 00:00:00.000,1997-02-17 00:00:00.000,1997-01-30 00:00:00.000,2,137.35,Genève,NULL,1204,Switzerland
10420,WELLI,3,1997-01-21 00:00:00.000,1997-02-18 00:00:00.000,1997-01-27 00:00:00.000,1,44.12,Resende,SP,08737-363,Brazil
10421,QUEDE,8,1997-01-21 00:00:00.000,1997-03-04 00:00:00.000,1997-01-27 00:00:00.000,1,99.23,Rio de Janeiro,RJ,02389-673,Brazil
10422,FRANS,2,1997-01-22 00:00:00.000,1997-02-19 00:00:00.000,1997-01-31 00:00:00.000,1,3.02,Torino,NULL,10100,Italy
